"datetime","Q","SS","TP","SRP","NO3","TKN","Cl","SO4","Si","Cond"
1994-10-01 00:00:00,11.355055483392,92,0.2365,0.083,2.995,0.62345,87.65,-9,-9,-9
1994-10-01 01:00:00,11.284263366912,107.25,0.248125,0.0835,3.01125,0.6524125,87.4875,-9,-9,-9
1994-10-01 02:00:00,11.213471250432,122.5,0.25975,0.084,3.0275,0.681375,87.325,-9,-9,-9
1994-10-01 03:00:00,11.142679133952,137.75,0.271375,0.0845,3.04375,0.7103375,87.1625,-9,-9,-9
1994-10-01 04:00:00,11.071887017472,153,0.283,0.085,3.06,0.7393,87,-9,-9,-9
1994-10-01 05:00:00,12.67178884992,199.25,0.3115,0.079,2.9825,0.882925,85.0125,-9,-9,-9
1994-10-01 06:00:00,14.271690682368,245.5,0.34,0.073,2.905,1.02655,83.025,-9,-9,-9
1994-10-01 07:00:00,15.871592514816,291.75,0.3685,0.067,2.8275,1.170175,81.0375,-9,-9,-9
1994-10-01 08:00:00,17.471494347264,338,0.397,0.061,2.75,1.3138,79.05,-9,-9,-9
1994-10-01 09:00:00,19.071396179712,384.25,0.4255,0.055,2.6725,1.457425,77.0625,-9,-9,-9
1994-10-01 10:00:00,20.67129801216,430.5,0.454,0.049,2.595,1.60105,75.075,-9,-9,-9
1994-10-01 11:00:00,22.271199844608,476.75,0.4825,0.043,2.5175,1.744675,73.0875,-9,-9,-9
1994-10-01 12:00:00,23.871101677056,523,0.511,0.037,2.44,1.8883,71.1,-9,-9,-9
1994-10-01 13:00:00,23.117165636544,479.75,0.478875,0.038625,2.46375,1.7590375,72.025,-9,-9,-9
1994-10-01 14:00:00,22.363229596032,436.5,0.44675,0.04025,2.4875,1.629775,72.95,-9,-9,-9
1994-10-01 15:00:00,21.60929355552,393.25,0.414625,0.041875,2.51125,1.5005125,73.875,-9,-9,-9
1994-10-01 16:00:00,20.855357515008,350,0.3825,0.0435,2.535,1.37125,74.8,-9,-9,-9
1994-10-01 17:00:00,20.101421474496,306.75,0.350375,0.045125,2.55875,1.2419875,75.725,-9,-9,-9
1994-10-01 18:00:00,19.347485433984,263.5,0.31825,0.04675,2.5825,1.112725,76.65,-9,-9,-9
1994-10-01 19:00:00,18.593549393472,220.25,0.286125,0.048375,2.60625,0.9834625,77.575,-9,-9,-9
1994-10-01 20:00:00,17.83961335296,177,0.254,0.05,2.63,0.8542,78.5,-9,-9,-9
1994-10-01 21:00:00,17.590071142368,171.325,0.2516875,0.0515625,2.631875,0.839725,78.80625,-9,-9,-9
1994-10-01 22:00:00,17.340528931776,165.65,0.249375,0.053125,2.63375,0.82525,79.1125,-9,-9,-9
1994-10-01 23:00:00,17.090986721184,159.975,0.2470625,0.0546875,2.635625,0.810775,79.41875,-9,-9,-9
1994-10-02 00:00:00,16.841444510592,154.3,0.24475,0.05625,2.6375,0.7963,79.725,-9,-9,-9
1994-10-02 01:00:00,16.5919023,148.625,0.2424375,0.0578125,2.639375,0.781825,80.03125,-9,-9,-9
1994-10-02 02:00:00,16.342360089408,142.95,0.240125,0.059375,2.64125,0.76735,80.3375,-9,-9,-9
1994-10-02 03:00:00,16.092817878816,137.275,0.2378125,0.0609375,2.643125,0.752875,80.64375,-9,-9,-9
1994-10-02 04:00:00,15.843275668224,131.6,0.2355,0.0625,2.645,0.7384,80.95,-9,-9,-9
1994-10-02 05:00:00,15.593733457632,125.925,0.2331875,0.0640625,2.646875,0.723925,81.25625,-9,-9,-9
1994-10-02 06:00:00,15.34419124704,120.25,0.230875,0.065625,2.64875,0.70945,81.5625,-9,-9,-9
1994-10-02 07:00:00,15.094649036448,114.575,0.2285625,0.0671875,2.650625,0.694975,81.86875,-9,-9,-9
1994-10-02 08:00:00,14.845106825856,108.9,0.22625,0.06875,2.6525,0.6805,82.175,-9,-9,-9
1994-10-02 09:00:00,14.595564615264,103.225,0.2239375,0.0703125,2.654375,0.666025,82.48125,-9,-9,-9
1994-10-02 10:00:00,14.346022404672,97.55,0.221625,0.071875,2.65625,0.65155,82.7875,-9,-9,-9
1994-10-02 11:00:00,14.09648019408,91.875,0.2193125,0.0734375,2.658125,0.637075,83.09375,-9,-9,-9
1994-10-02 12:00:00,13.846937983488,86.2,0.217,0.075,2.66,0.6226,83.4,-9,-9,-9
1994-10-02 13:00:00,13.616863604928,83.1125,0.221,0.077875,2.70125,0.62905,84.0875,-9,-9,-9
1994-10-02 14:00:00,13.386789226368,80.025,0.225,0.08075,2.7425,0.6355,84.775,-9,-9,-9
1994-10-02 15:00:00,13.156714847808,76.9375,0.229,0.083625,2.78375,0.64195,85.4625,-9,-9,-9
1994-10-02 16:00:00,12.926640469248,73.85,0.233,0.0865,2.825,0.6484,86.15,-9,-9,-9
