"datetime","Q","SS","TP","SRP","NO3","TKN","Cl","SO4","Si","Cond"
1991-10-01 00:00:00,5.384920326912,8.55,0.396166666666667,0.248666666666667,5.935,0.582716666666667,115.683333333333,0,0,0
1991-10-01 01:00:00,5.38373573882957,8.55,0.399958333333333,0.251833333333333,5.93125,0.586170833333333,115.454166666667,0,0,0
1991-10-01 02:00:00,5.38255115074714,8.55,0.40375,0.255,5.9275,0.589625,115.225,0,0,0
1991-10-01 03:00:00,5.3813665626647,8.55,0.407541666666667,0.258166666666667,5.92375,0.593079166666667,114.995833333333,0,0,0
1991-10-01 04:00:00,5.38018197458227,8.55,0.411333333333333,0.261333333333333,5.92,0.596533333333333,114.766666666667,0,0,0
1991-10-01 05:00:00,5.37899738649984,8.55,0.415125,0.2645,5.91625,0.5999875,114.5375,0,0,0
1991-10-01 06:00:00,5.37781279841741,8.55,0.418916666666667,0.267666666666667,5.9125,0.603441666666667,114.308333333333,0,0,0
1991-10-01 07:00:00,5.37662821033498,8.55,0.422708333333333,0.270833333333333,5.90875,0.606895833333333,114.079166666667,0,0,0
1991-10-01 08:00:00,5.37544362225255,8.55,0.4265,0.274,5.905,0.61035,113.85,0,0,0
1991-10-01 09:00:00,5.37425903417011,8.55,0.430291666666667,0.277166666666667,5.90125,0.613804166666667,113.620833333333,0,0,0
1991-10-01 10:00:00,5.37307444608768,8.55,0.434083333333333,0.280333333333333,5.8975,0.617258333333333,113.391666666667,0,0,0
1991-10-01 11:00:00,5.37188985800525,8.55,0.437875,0.2835,5.89375,0.6207125,113.1625,0,0,0
1991-10-01 12:00:00,5.37070526992282,8.55,0.441666666666667,0.286666666666667,5.89,0.624166666666667,112.933333333333,0,0,0
1991-10-01 13:00:00,5.36952068184038,8.55,0.445458333333333,0.289833333333333,5.88625,0.627620833333333,112.704166666667,0,0,0
1991-10-01 14:00:00,5.36833609375795,8.55,0.44925,0.293,5.8825,0.631075,112.475,0,0,0
1991-10-01 15:00:00,5.36715150567552,8.55,0.453041666666667,0.296166666666667,5.87875,0.634529166666667,112.245833333333,0,0,0
1991-10-01 16:00:00,5.36596691759309,8.55,0.456833333333333,0.299333333333333,5.875,0.637983333333333,112.016666666667,0,0,0
1991-10-01 17:00:00,5.36478232951066,8.55,0.460625,0.3025,5.87125,0.6414375,111.7875,0,0,0
1991-10-01 18:00:00,5.36359774142822,8.55,0.464416666666667,0.305666666666667,5.8675,0.644891666666667,111.558333333333,0,0,0
1991-10-01 19:00:00,5.36241315334579,8.55,0.468208333333333,0.308833333333333,5.86375,0.648345833333333,111.329166666667,0,0,0
1991-10-01 20:00:00,5.36122856526336,8.55,0.472,0.312,5.86,0.6518,111.1,0,0,0
1991-10-01 21:00:00,5.35848183114394,8.63958333333333,0.471166666666667,0.312,5.85958333333333,0.650954166666667,111.191666666667,0,0,0
1991-10-01 22:00:00,5.35573509702451,8.72916666666667,0.470333333333333,0.312,5.85916666666667,0.650108333333333,111.283333333333,0,0,0
1991-10-01 23:00:00,5.35298836290509,8.81875,0.4695,0.312,5.85875,0.6492625,111.375,0,0,0
1991-10-02 00:00:00,5.35024162878566,8.90833333333333,0.468666666666667,0.312,5.85833333333333,0.648416666666667,111.466666666667,0,0,0
1991-10-02 01:00:00,5.34749489466624,8.99791666666667,0.467833333333333,0.312,5.85791666666667,0.647570833333333,111.558333333333,0,0,0
1991-10-02 02:00:00,5.34474816054682,9.0875,0.467,0.312,5.8575,0.646725,111.65,0,0,0
1991-10-02 03:00:00,5.34200142642739,9.17708333333333,0.466166666666667,0.312,5.85708333333333,0.645879166666667,111.741666666667,0,0,0
1991-10-02 04:00:00,5.33925469230797,9.26666666666667,0.465333333333333,0.312,5.85666666666667,0.645033333333333,111.833333333333,0,0,0
1991-10-02 05:00:00,5.33650795818854,9.35625,0.4645,0.312,5.85625,0.6441875,111.925,0,0,0
1991-10-02 06:00:00,5.33376122406912,9.44583333333333,0.463666666666667,0.312,5.85583333333333,0.643341666666667,112.016666666667,0,0,0
1991-10-02 07:00:00,5.3310144899497,9.53541666666667,0.462833333333333,0.312,5.85541666666667,0.642495833333333,112.108333333333,0,0,0
1991-10-02 08:00:00,5.32826775583027,9.625,0.462,0.312,5.855,0.64165,112.2,0,0,0
1991-10-02 09:00:00,5.32552102171085,9.71458333333333,0.461166666666667,0.312,5.85458333333333,0.640804166666667,112.291666666667,0,0,0
1991-10-02 10:00:00,5.32277428759143,9.80416666666667,0.460333333333333,0.312,5.85416666666667,0.639958333333333,112.383333333333,0,0,0
1991-10-02 11:00:00,5.320027553472,9.89375,0.4595,0.312,5.85375,0.6391125,112.475,0,0,0
1991-10-02 12:00:00,5.31728081935258,9.98333333333333,0.458666666666667,0.312,5.85333333333333,0.638266666666667,112.566666666667,0,0,0
1991-10-02 13:00:00,5.31453408523315,10.0729166666667,0.457833333333333,0.312,5.85291666666667,0.637420833333333,112.658333333333,0,0,0
1991-10-02 14:00:00,5.31178735111373,10.1625,0.457,0.312,5.8525,0.636575,112.75,0,0,0
1991-10-02 15:00:00,5.3090406169943,10.2520833333333,0.456166666666667,0.312,5.85208333333333,0.635729166666667,112.841666666667,0,0,0
1991-10-02 16:00:00,5.30629388287488,10.3416666666667,0.455333333333333,0.312,5.85166666666667,0.634883333333333,112.933333333333,0,0,0
1991-10-02 17:00:00,5.30354714875546,10.43125,0.4545,0.312,5.85125,0.6340375,113.025,0,0,0
1991-10-02 18:00:00,5.30080041463603,10.5208333333333,0.453666666666667,0.312,5.85083333333333,0.633191666666667,113.116666666667,0,0,0
